DeltaTime,SystemTime,Frame,DistanceTrackedObject_SpeedThisFrame,DistanceTrackedObject_DistanceTraveled,DistanceTrackedObject_TimeStartedInSeconds,DistanceTrackedObject_TimeSinceStarted,DistanceTrackedObject_Speed,DistanceTrackedObject_LastRecordedPositionDistanceTrackedObject_LastRecordedPosition_x,DistanceTrackedObject_LastRecordedPosition_y,DistanceTrackedObject_LastRecordedPosition_z,UserData_userID,
0.001643,1.673468,678,0,0,0,1.673468,0,0,0,0,TestUser,
0.0015389,1.675007,679,0,0,0,1.675007,0,0,0,0,TestUser,
0.0017887,1.676795,680,0,0,0,1.676795,0,0,0,0,TestUser,
0.0016888,1.678484,681,0,0,0,1.678484,0,0,0,0,TestUser,
0.0015166,1.680001,682,0,0,0,1.680001,0,0,0,0,TestUser,
0.0022722,1.682273,683,0,0,0,1.682273,0,0,0,0,TestUser,
0.0026352,1.684908,684,0,0,0,1.684908,0,0,0,0,TestUser,
0.0030387,1.687947,685,0,0,0,1.687947,0,0,0,0,TestUser,
0.0022839,1.690231,686,0,0,0,1.690231,0,0,0,0,TestUser,
0.0023683,1.692599,687,0,0,0,1.692599,0,0,0,0,TestUser,
0.0018285,1.694428,688,0,0,0,1.694428,0,0,0,0,TestUser,
0.0016182,1.696046,689,0,0,0,1.696046,0,0,0,0,TestUser,
0.001824,1.69787,690,0,0,0,1.69787,0,0,0,0,TestUser,
0.0025588,1.700429,691,0,0,0,1.700429,0,0,0,0,TestUser,
0.0023103,1.702739,692,0,0,0,1.702739,0,0,0,0,TestUser,
0.0019567,1.704696,693,0,0,0,1.704696,0,0,0,0,TestUser,
0.0017772,1.706473,694,0,0,0,1.706473,0,0,0,0,TestUser,
0.0023312,1.708804,695,0,0,0,1.708804,0,0,0,0,TestUser,
0.0016812,1.710485,696,0,0,0,1.710485,0,0,0,0,TestUser,
0.0016706,1.712156,697,0,0,0,1.712156,0,0,0,0,TestUser,
0.0017467,1.713903,698,0,0,0,1.713903,0,0,0,0,TestUser,
0.0026292,1.716532,699,0,0,0,1.716532,0,0,0,0,TestUser,
0.001853,1.718385,700,0,0,0,1.718385,0,0,0,0,TestUser,
0.0016716,1.720056,701,0,0,0,1.720056,0,0,0,0,TestUser,
0.0018148,1.721871,702,0,0,0,1.721871,0,0,0,0,TestUser,
0.0015918,1.723463,703,0,0,0,1.723463,0,0,0,0,TestUser,
0.0020075,1.72547,704,0,0,0,1.72547,0,0,0,0,TestUser,
0.0015189,1.726989,705,0,0,0,1.726989,0,0,0,0,TestUser,
0.001604,1.728593,706,0,0,0,1.728593,0,0,0,0,TestUser,
0.0019887,1.730582,707,0,0,0,1.730582,0,0,0,0,TestUser,
0.0024186,1.733001,708,0,0,0,1.733001,0,0,0,0,TestUser,
0.0018417,1.734842,709,0,0,0,1.734842,0,0,0,0,TestUser,
0.0015855,1.736428,710,0,0,0,1.736428,0,0,0,0,TestUser,
0.0019045,1.738332,711,0,0,0,1.738332,0,0,0,0,TestUser,
0.0017768,1.740109,712,0,0,0,1.740109,0,0,0,0,TestUser,
0.0017995,1.741909,713,0,0,0,1.741909,0,0,0,0,TestUser,
0.0014881,1.743397,714,0,0,0,1.743397,0,0,0,0,TestUser,
0.0016126,1.745009,715,0,0,0,1.745009,0,0,0,0,TestUser,
0.0018084,1.746818,716,0,0,0,1.746818,0,0,0,0,TestUser,
0.0022632,1.749081,717,0,0,0,1.749081,0,0,0,0,TestUser,
0.0024849,1.751566,718,0,0,0,1.751566,0,0,0,0,TestUser,
0.0017306,1.753296,719,0,0,0,1.753296,0,0,0,0,TestUser,
0.0016985,1.754995,720,0,0,0,1.754995,0,0,0,0,TestUser,
0.0017743,1.756769,721,0,0,0,1.756769,0,0,0,0,TestUser,
0.001523,1.758292,722,0,0,0,1.758292,0,0,0,0,TestUser,
0.0016713,1.759964,723,0,0,0,1.759964,0,0,0,0,TestUser,
0.0015806,1.761544,724,0,0,0,1.761544,0,0,0,0,TestUser,
0.0018111,1.763355,725,0,0,0,1.763355,0,0,0,0,TestUser,
0.0020355,1.765391,726,0,0,0,1.765391,0,0,0,0,TestUser,
0.0017595,1.76715,727,0,0,0,1.76715,0,0,0,0,TestUser,
0.0015403,1.768691,728,0,0,0,1.768691,0,0,0,0,TestUser,
0.0014607,1.770151,729,0,0,0,1.770151,0,0,0,0,TestUser,
0.0021761,1.772327,730,0,0,0,1.772327,0,0,0,0,TestUser,
0.0016305,1.773958,731,0,0,0,1.773958,0,0,0,0,TestUser,
0.0019727,1.775931,732,0,0,0,1.775931,0,0,0,0,TestUser,
0.0017026,1.777633,733,0,0,0,1.777633,0,0,0,0,TestUser,
0.0016448,1.779278,734,0,0,0,1.779278,0,0,0,0,TestUser,
0.0017816,1.78106,735,0,0,0,1.78106,0,0,0,0,TestUser,
0.0021091,1.783169,736,0,0,0,1.783169,0,0,0,0,TestUser,
0.0017674,1.784936,737,0,0,0,1.784936,0,0,0,0,TestUser,
0.0016535,1.78659,738,0,0,0,1.78659,0,0,0,0,TestUser,
0.0019323,1.788522,739,0,0,0,1.788522,0,0,0,0,TestUser,
0.0172031,1.805725,740,0,0,0,1.805725,0,0,0,0,TestUser,
0.0025814,1.808306,741,0,0,0,1.808306,0,0,0,0,TestUser,
0.0016994,1.810006,742,0,0,0,1.810006,0,0,0,0,TestUser,
0.0019065,1.811912,743,0,0,0,1.811912,0,0,0,0,TestUser,
0.0026499,1.814562,744,0,0,0,1.814562,0,0,0,0,TestUser,
0.0019182,1.81648,745,0,0,0,1.81648,0,0,0,0,TestUser,
0.0016405,1.818121,746,0,0,0,1.818121,0,0,0,0,TestUser,
0.0016161,1.819737,747,0,0,0,1.819737,0,0,0,0,TestUser,
0.0017524,1.821489,748,0,0,0,1.821489,0,0,0,0,TestUser,
0.0019594,1.823449,749,0,0,0,1.823449,0,0,0,0,TestUser,
0.0015809,1.82503,750,0,0,0,1.82503,0,0,0,0,TestUser,
0.0015068,1.826536,751,0,0,0,1.826536,0,0,0,0,TestUser,
0.0019461,1.828483,752,0,0,0,1.828483,0,0,0,0,TestUser,
0.0015313,1.830014,753,0,0,0,1.830014,0,0,0,0,TestUser,
0.0022412,1.832255,754,0,0,0,1.832255,0,0,0,0,TestUser,
0.002351,1.834606,755,0,0,0,1.834606,0,0,0,0,TestUser,
0.0023078,1.836914,756,0,0,0,1.836914,0,0,0,0,TestUser,
0.0015789,1.838493,757,0,0,0,1.838493,0,0,0,0,TestUser,
0.0015698,1.840062,758,0,0,0,1.840062,0,0,0,0,TestUser,
0.0019331,1.841996,759,0,0,0,1.841996,0,0,0,0,TestUser,
0.0015129,1.843509,760,0,0,0,1.843509,0,0,0,0,TestUser,
0.0018426,1.845351,761,0,0,0,1.845351,0,0,0,0,TestUser,
0.0017548,1.847106,762,0,0,0,1.847106,0,0,0,0,TestUser,
0.0021372,1.849243,763,0,0,0,1.849243,0,0,0,0,TestUser,
0.0016352,1.850878,764,0,0,0,1.850878,0,0,0,0,TestUser,
0.0021521,1.85303,765,0,0,0,1.85303,0,0,0,0,TestUser,
0.0015571,1.854588,766,0,0,0,1.854588,0,0,0,0,TestUser,
0.0014938,1.856081,767,0,0,0,1.856081,0,0,0,0,TestUser,
0.0015209,1.857602,768,0,0,0,1.857602,0,0,0,0,TestUser,
0.0015388,1.859141,769,0,0,0,1.859141,0,0,0,0,TestUser,
0.0018194,1.86096,770,0,0,0,1.86096,0,0,0,0,TestUser,
0.0017914,1.862752,771,0,0,0,1.862752,0,0,0,0,TestUser,
0.001621,1.864373,772,0,0,0,1.864373,0,0,0,0,TestUser,
0.0016277,1.866001,773,0,0,0,1.866001,0,0,0,0,TestUser,
0.0023948,1.868395,774,0,0,0,1.868395,0,0,0,0,TestUser,
0.0015102,1.869906,775,0,0,0,1.869906,0,0,0,0,TestUser,
0.0014595,1.871365,776,0,0,0,1.871365,0,0,0,0,TestUser,
0.0015397,1.872905,777,0,0,0,1.872905,0,0,0,0,TestUser,
0.0015632,1.874468,778,0,0,0,1.874468,0,0,0,0,TestUser,
0.0017832,1.876251,779,0,0,0,1.876251,0,0,0,0,TestUser,
0.0014771,1.877728,780,0,0,0,1.877728,0,0,0,0,TestUser,
0.0014762,1.879204,781,0,0,0,1.879204,0,0,0,0,TestUser,
0.0019394,1.881144,782,0,0,0,1.881144,0,0,0,0,TestUser,
0.0031886,1.884332,783,0,0,0,1.884332,0,0,0,0,TestUser,
0.0024681,1.886801,784,0,0,0,1.886801,0,0,0,0,TestUser,
0.0015043,1.888305,785,0,0,0,1.888305,0,0,0,0,TestUser,
0.001539,1.889844,786,0,0,0,1.889844,0,0,0,0,TestUser,
0.0014926,1.891336,787,0,0,0,1.891336,0,0,0,0,TestUser,
0.0019516,1.893288,788,0,0,0,1.893288,0,0,0,0,TestUser,
0.0015467,1.894835,789,0,0,0,1.894835,0,0,0,0,TestUser,
0.0014651,1.8963,790,0,0,0,1.8963,0,0,0,0,TestUser,
0.0017559,1.898056,791,0,0,0,1.898056,0,0,0,0,TestUser,
0.0024431,1.900499,792,0,0,0,1.900499,0,0,0,0,TestUser,
0.001868,1.902367,793,0,0,0,1.902367,0,0,0,0,TestUser,
0.0014813,1.903848,794,0,0,0,1.903848,0,0,0,0,TestUser,
0.0015195,1.905368,795,0,0,0,1.905368,0,0,0,0,TestUser,
0.0014787,1.906846,796,0,0,0,1.906846,0,0,0,0,TestUser,
0.001882,1.908728,797,0,0,0,1.908728,0,0,0,0,TestUser,
0.0015828,1.910311,798,0,0,0,1.910311,0,0,0,0,TestUser,
0.001609,1.91192,799,0,0,0,1.91192,0,0,0,0,TestUser,
0.0019144,1.913835,800,0,0,0,1.913835,0,0,0,0,TestUser,
0.0026021,1.916437,801,0,0,0,1.916437,0,0,0,0,TestUser,
0.0022651,1.918702,802,0,0,0,1.918702,0,0,0,0,TestUser,
0.0015099,1.920212,803,0,0,0,1.920212,0,0,0,0,TestUser,
0.0016768,1.921888,804,0,0,0,1.921888,0,0,0,0,TestUser,
0.0015123,1.923401,805,0,0,0,1.923401,0,0,0,0,TestUser,
0.0018038,1.925205,806,0,0,0,1.925205,0,0,0,0,TestUser,
0.0016,1.926805,807,0,0,0,1.926805,0,0,0,0,TestUser,
0.00173,1.928535,808,0,0,0,1.928535,0,0,0,0,TestUser,
0.0016858,1.93022,809,0,0,0,1.93022,0,0,0,0,TestUser,
0.00245,1.93267,810,0,0,0,1.93267,0,0,0,0,TestUser,
0.0023323,1.935003,811,0,0,0,1.935003,0,0,0,0,TestUser,
0.0015723,1.936575,812,0,0,0,1.936575,0,0,0,0,TestUser,
0.0016943,1.938269,813,0,0,0,1.938269,0,0,0,0,TestUser,
0.0017054,1.939975,814,0,0,0,1.939975,0,0,0,0,TestUser,
0.0017076,1.941682,815,0,0,0,1.941682,0,0,0,0,TestUser,
0.0018444,1.943527,816,0,0,0,1.943527,0,0,0,0,TestUser,
0.0017607,1.945287,817,0,0,0,1.945287,0,0,0,0,TestUser,
0.0018273,1.947115,818,0,0,0,1.947115,0,0,0,0,TestUser,
0.0025523,1.949667,819,0,0,0,1.949667,0,0,0,0,TestUser,
0.0016266,1.951294,820,0,0,0,1.951294,0,0,0,0,TestUser,
0.0015372,1.952831,821,0,0,0,1.952831,0,0,0,0,TestUser,
0.001576,1.954407,822,0,0,0,1.954407,0,0,0,0,TestUser,
0.0016775,1.956084,823,0,0,0,1.956084,0,0,0,0,TestUser,
0.0015521,1.957636,824,0,0,0,1.957636,0,0,0,0,TestUser,
0.0014728,1.959109,825,0,0,0,1.959109,0,0,0,0,TestUser,
0.0018063,1.960915,826,0,0,0,1.960915,0,0,0,0,TestUser,
0.0019501,1.962866,827,0,0,0,1.962866,0,0,0,0,TestUser,
0.002876,1.965742,828,0,0,0,1.965742,0,0,0,0,TestUser,
0.0021392,1.967881,829,0,0,0,1.967881,0,0,0,0,TestUser,
0.001581,1.969462,830,0,0,0,1.969462,0,0,0,0,TestUser,
0.0015536,1.971015,831,0,0,0,1.971015,0,0,0,0,TestUser,
0.0018777,1.972893,832,0,0,0,1.972893,0,0,0,0,TestUser,
0.0015808,1.974474,833,0,0,0,1.974474,0,0,0,0,TestUser,
0.0015938,1.976068,834,0,0,0,1.976068,0,0,0,0,TestUser,
0.0015349,1.977603,835,0,0,0,1.977603,0,0,0,0,TestUser,
0.0014579,1.97906,836,0,0,0,1.97906,0,0,0,0,TestUser,
0.0023487,1.981409,837,0,0,0,1.981409,0,0,0,0,TestUser,
0.0020127,1.983422,838,0,0,0,1.983422,0,0,0,0,TestUser,
0.001504,1.984926,839,0,0,0,1.984926,0,0,0,0,TestUser,
0.0014688,1.986395,840,0,0,0,1.986395,0,0,0,0,TestUser,
0.001961,1.988356,841,0,0,0,1.988356,0,0,0,0,TestUser,
0.0014827,1.989838,842,0,0,0,1.989838,0,0,0,0,TestUser,
0.0015888,1.991427,843,0,0,0,1.991427,0,0,0,0,TestUser,
0.0018507,1.993278,844,0,0,0,1.993278,0,0,0,0,TestUser,
0.0015254,1.994803,845,0,0,0,1.994803,0,0,0,0,TestUser,
0.0024802,1.997283,846,0,0,0,1.997283,0,0,0,0,TestUser,
0.0068085,2.004092,847,0,0,0,2.004092,0,0,0,0,TestUser,
0.002807,2.006899,848,0,0,0,2.006899,0,0,0,0,TestUser,
0.0017962,2.008695,849,0,0,0,2.008695,0,0,0,0,TestUser,
0.0017416,2.010437,850,0,0,0,2.010437,0,0,0,0,TestUser,
0.0020178,2.012455,851,0,0,0,2.012455,0,0,0,0,TestUser,
0.0018059,2.014261,852,0,0,0,2.014261,0,0,0,0,TestUser,
0.0016921,2.015953,853,0,0,0,2.015953,0,0,0,0,TestUser,
0.0014594,2.017412,854,0,0,0,2.017412,0,0,0,0,TestUser,
0.0014209,2.018833,855,0,0,0,2.018833,0,0,0,0,TestUser,
0.0022105,2.021043,856,0,0,0,2.021043,0,0,0,0,TestUser,
0.0019696,2.023013,857,0,0,0,2.023013,0,0,0,0,TestUser,
0.0014077,2.024421,858,0,0,0,2.024421,0,0,0,0,TestUser,
0.0013619,2.025783,859,0,0,0,2.025783,0,0,0,0,TestUser,
0.0013708,2.027153,860,0,0,0,2.027153,0,0,0,0,TestUser,
0.0017756,2.028929,861,0,0,0,2.028929,0,0,0,0,TestUser,
0.0015575,2.030486,862,0,0,0,2.030486,0,0,0,0,TestUser,
0.0016724,2.032159,863,0,0,0,2.032159,0,0,0,0,TestUser,
0.001731,2.03389,864,0,0,0,2.03389,0,0,0,0,TestUser,
0.0015458,2.035436,865,0,0,0,2.035436,0,0,0,0,TestUser,
0.0018981,2.037334,866,0,0,0,2.037334,0,0,0,0,TestUser,
0.0016312,2.038965,867,0,0,0,2.038965,0,0,0,0,TestUser,
0.0014593,2.040424,868,0,0,0,2.040424,0,0,0,0,TestUser,
0.0015371,2.041961,869,0,0,0,2.041961,0,0,0,0,TestUser,
0.0014472,2.043409,870,0,0,0,2.043409,0,0,0,0,TestUser,
0.0018503,2.045259,871,0,0,0,2.045259,0,0,0,0,TestUser,
0.0015774,2.046836,872,0,0,0,2.046836,0,0,0,0,TestUser,
0.0021155,2.048952,873,0,0,0,2.048952,0,0,0,0,TestUser,
0.0016214,2.050573,874,0,0,0,2.050573,0,0,0,0,TestUser,
0.0018329,2.052406,875,0,0,0,2.052406,0,0,0,0,TestUser,
0.0018523,2.054258,876,0,0,0,2.054258,0,0,0,0,TestUser,
0.0021477,2.056406,877,0,0,0,2.056406,0,0,0,0,TestUser,
0.0015264,2.057932,878,0,0,0,2.057932,0,0,0,0,TestUser,
0.0015365,2.059469,879,0,0,0,2.059469,0,0,0,0,TestUser,
0.0017831,2.061252,880,0,0,0,2.061252,0,0,0,0,TestUser,
0.0017459,2.062998,881,0,0,0,2.062998,0,0,0,0,TestUser,
0.0018987,2.064897,882,0,0,0,2.064897,0,0,0,0,TestUser,
0.001594,2.066491,883,0,0,0,2.066491,0,0,0,0,TestUser,
0.001753,2.068244,884,0,0,0,2.068244,0,0,0,0,TestUser,
0.0020042,2.070248,885,0,0,0,2.070248,0,0,0,0,TestUser,
0.0020098,2.072258,886,0,0,0,2.072258,0,0,0,0,TestUser,
0.0019348,2.074193,887,0,0,0,2.074193,0,0,0,0,TestUser,
0.0021489,2.076341,888,0,0,0,2.076341,0,0,0,0,TestUser,
0.0016473,2.077989,889,0,0,0,2.077989,0,0,0,0,TestUser,
0.0015173,2.079506,890,0,0,0,2.079506,0,0,0,0,TestUser,
0.0019175,2.081424,891,0,0,0,2.081424,0,0,0,0,TestUser,
0.0023981,2.083822,892,0,0,0,2.083822,0,0,0,0,TestUser,
0.002235,2.086056,893,0,0,0,2.086056,0,0,0,0,TestUser,
0.0017162,2.087773,894,0,0,0,2.087773,0,0,0,0,TestUser,
0.0015479,2.089321,895,0,0,0,2.089321,0,0,0,0,TestUser,
0.0018691,2.09119,896,0,0,0,2.09119,0,0,0,0,TestUser,
0.0021106,2.0933,897,0,0,0,2.0933,0,0,0,0,TestUser,
0.0015633,2.094864,898,0,0,0,2.094864,0,0,0,0,TestUser,
0.0015877,2.096451,899,0,0,0,2.096451,0,0,0,0,TestUser,
0.0017656,2.098217,900,0,0,0,2.098217,0,0,0,0,TestUser,
0.0023332,2.10055,901,0,0,0,2.10055,0,0,0,0,TestUser,
0.0019319,2.102482,902,0,0,0,2.102482,0,0,0,0,TestUser,
0.0014923,2.103974,903,0,0,0,2.103974,0,0,0,0,TestUser,
0.0014975,2.105472,904,0,0,0,2.105472,0,0,0,0,TestUser,
0.0014042,2.106876,905,0,0,0,2.106876,0,0,0,0,TestUser,
0.0015857,2.108462,906,0,0,0,2.108462,0,0,0,0,TestUser,
0.0015772,2.110039,907,0,0,0,2.110039,0,0,0,0,TestUser,
0.0014571,2.111496,908,0,0,0,2.111496,0,0,0,0,TestUser,
0.0015783,2.113074,909,0,0,0,2.113074,0,0,0,0,TestUser,
0.0022438,2.115318,910,0,0,0,2.115318,0,0,0,0,TestUser,
0.0024579,2.117776,911,0,0,0,2.117776,0,0,0,0,TestUser,
0.0015204,2.119297,912,0,0,0,2.119297,0,0,0,0,TestUser,
0.0017494,2.121046,913,0,0,0,2.121046,0,0,0,0,TestUser,
0.0018022,2.122848,914,0,0,0,2.122848,0,0,0,0,TestUser,
0.002037,2.124885,915,0,0,0,2.124885,0,0,0,0,TestUser,
0.0015114,2.126396,916,0,0,0,2.126396,0,0,0,0,TestUser,
0.0014481,2.127845,917,0,0,0,2.127845,0,0,0,0,TestUser,
0.0014656,2.12931,918,0,0,0,2.12931,0,0,0,0,TestUser,
0.0018871,2.131197,919,0,0,0,2.131197,0,0,0,0,TestUser,
0.0031792,2.134377,920,0,0,0,2.134377,0,0,0,0,TestUser,
0.0015736,2.13595,921,0,0,0,2.13595,0,0,0,0,TestUser,
0.0016035,2.137553,922,0,0,0,2.137553,0,0,0,0,TestUser,
0.0018839,2.139437,923,0,0,0,2.139437,0,0,0,0,TestUser,
0.0017332,2.141171,924,0,0,0,2.141171,0,0,0,0,TestUser,
0.00242,2.143591,925,0,0,0,2.143591,0,0,0,0,TestUser,
0.0015691,2.14516,926,0,0,0,2.14516,0,0,0,0,TestUser,
0.0023586,2.147518,927,0,0,0,2.147518,0,0,0,0,TestUser,
0.0031197,2.150638,928,0,0,0,2.150638,0,0,0,0,TestUser,
0.0017156,2.152354,929,0,0,0,2.152354,0,0,0,0,TestUser,
0.001716,2.15407,930,0,0,0,2.15407,0,0,0,0,TestUser,
0.0016618,2.155731,931,0,0,0,2.155731,0,0,0,0,TestUser,
0.0019121,2.157644,932,0,0,0,2.157644,0,0,0,0,TestUser,
0.0015419,2.159185,933,0,0,0,2.159185,0,0,0,0,TestUser,
0.0015777,2.160763,934,0,0,0,2.160763,0,0,0,0,TestUser,
0.0020468,2.16281,935,0,0,0,2.16281,0,0,0,0,TestUser,
0.0031443,2.165954,936,0,0,0,2.165954,0,0,0,0,TestUser,
0.0027038,2.168658,937,0,0,0,2.168658,0,0,0,0,TestUser,
0.0019676,2.170626,938,0,0,0,2.170626,0,0,0,0,TestUser,
0.0022912,2.172917,939,0,0,0,2.172917,0,0,0,0,TestUser,
0.0016514,2.174568,940,0,0,0,2.174568,0,0,0,0,TestUser,
0.0015789,2.176147,941,0,0,0,2.176147,0,0,0,0,TestUser,
0.0017525,2.1779,942,0,0,0,2.1779,0,0,0,0,TestUser,
0.0016343,2.179534,943,0,0,0,2.179534,0,0,0,0,TestUser,
0.0028286,2.182363,944,0,0,0,2.182363,0,0,0,0,TestUser,
0.0018661,2.184229,945,0,0,0,2.184229,0,0,0,0,TestUser,
0.0015981,2.185827,946,0,0,0,2.185827,0,0,0,0,TestUser,
0.0015729,2.1874,947,0,0,0,2.1874,0,0,0,0,TestUser,
0.0018882,2.189288,948,0,0,0,2.189288,0,0,0,0,TestUser,
0.00158,2.190868,949,0,0,0,2.190868,0,0,0,0,TestUser,
0.0016669,2.192535,950,0,0,0,2.192535,0,0,0,0,TestUser,
0.001652,2.194187,951,0,0,0,2.194187,0,0,0,0,TestUser,
0.0017883,2.195975,952,0,0,0,2.195975,0,0,0,0,TestUser,
0.0018875,2.197863,953,0,0,0,2.197863,0,0,0,0,TestUser,
0.0017381,2.199601,954,0,0,0,2.199601,0,0,0,0,TestUser,
0.0015876,2.201188,955,0,0,0,2.201188,0,0,0,0,TestUser,
0.0019352,2.203123,956,0,0,0,2.203123,0,0,0,0,TestUser,
0.0021168,2.20524,957,0,0,0,2.20524,0,0,0,0,TestUser,
0.0014864,2.206727,958,0,0,0,2.206727,0,0,0,0,TestUser,
0.0016157,2.208342,959,0,0,0,2.208342,0,0,0,0,TestUser,
0.0014186,2.209761,960,0,0,0,2.209761,0,0,0,0,TestUser,
0.0014833,2.211244,961,0,0,0,2.211244,0,0,0,0,TestUser,
0.0019226,2.213167,962,0,0,0,2.213167,0,0,0,0,TestUser,
0.0020637,2.21523,963,0,0,0,2.21523,0,0,0,0,TestUser,
0.001783,2.217014,964,0,0,0,2.217014,0,0,0,0,TestUser,
0.0015743,2.218588,965,0,0,0,2.218588,0,0,0,0,TestUser,
0.0017244,2.220312,966,0,0,0,2.220312,0,0,0,0,TestUser,
0.0019026,2.222215,967,0,0,0,2.222215,0,0,0,0,TestUser,
0.0020599,2.224275,968,0,0,0,2.224275,0,0,0,0,TestUser,
0.0019491,2.226224,969,0,0,0,2.226224,0,0,0,0,TestUser,
0.0031073,2.229331,970,0,0,0,2.229331,0,0,0,0,TestUser,
0.0027834,2.232115,971,0,0,0,2.232115,0,0,0,0,TestUser,
0.0021139,2.234228,972,0,0,0,2.234228,0,0,0,0,TestUser,
0.0022228,2.236451,973,0,0,0,2.236451,0,0,0,0,TestUser,
0.0022362,2.238688,974,0,0,0,2.238688,0,0,0,0,TestUser,
0.0020136,2.240701,975,0,0,0,2.240701,0,0,0,0,TestUser,
0.002136,2.242837,976,0,0,0,2.242837,0,0,0,0,TestUser,
0.0020484,2.244885,977,0,0,0,2.244885,0,0,0,0,TestUser,
0.0022795,2.247165,978,0,0,0,2.247165,0,0,0,0,TestUser,
0.0023735,2.249538,979,0,0,0,2.249538,0,0,0,0,TestUser,
0.0030086,2.252547,980,0,0,0,2.252547,0,0,0,0,TestUser,
0.002217,2.254764,981,0,0,0,2.254764,0,0,0,0,TestUser,
0.0022592,2.257023,982,0,0,0,2.257023,0,0,0,0,TestUser,
0.0021549,2.259178,983,0,0,0,2.259178,0,0,0,0,TestUser,
0.0019569,2.261135,984,0,0,0,2.261135,0,0,0,0,TestUser,
0.0020264,2.263161,985,0,0,0,2.263161,0,0,0,0,TestUser,
0.0024404,2.265602,986,0,0,0,2.265602,0,0,0,0,TestUser,
0.0018738,2.267476,987,0,0,0,2.267476,0,0,0,0,TestUser,
0.0021784,2.269654,988,0,0,0,2.269654,0,0,0,0,TestUser,
0.00189,2.271544,989,0,0,0,2.271544,0,0,0,0,TestUser,
0.0020522,2.273596,990,0,0,0,2.273596,0,0,0,0,TestUser,
0.0019858,2.275582,991,0,0,0,2.275582,0,0,0,0,TestUser,
0.0018637,2.277446,992,0,0,0,2.277446,0,0,0,0,TestUser,
0.0019006,2.279346,993,0,0,0,2.279346,0,0,0,0,TestUser,
0.0024373,2.281784,994,0,0,0,2.281784,0,0,0,0,TestUser,
0.0037921,2.285576,995,0,0,0,2.285576,0,0,0,0,TestUser,
0.0020136,2.287589,996,0,0,0,2.287589,0,0,0,0,TestUser,
0.0018493,2.289439,997,0,0,0,2.289439,0,0,0,0,TestUser,
0.0018398,2.291278,998,0,0,0,2.291278,0,0,0,0,TestUser,
0.0018049,2.293083,999,0,0,0,2.293083,0,0,0,0,TestUser,
0.0017617,2.294845,1000,0,0,0,2.294845,0,0,0,0,TestUser,
0.0017263,2.296571,1001,0,0,0,2.296571,0,0,0,0,TestUser,
0.0022355,2.298807,1002,0,0,0,2.298807,0,0,0,0,TestUser,
0.0020421,2.300849,1003,0,0,0,2.300849,0,0,0,0,TestUser,
0.0019432,2.302792,1004,0,0,0,2.302792,0,0,0,0,TestUser,
0.0016526,2.304445,1005,0,0,0,2.304445,0,0,0,0,TestUser,
0.0016333,2.306078,1006,0,0,0,2.306078,0,0,0,0,TestUser,
0.0017215,2.3078,1007,0,0,0,2.3078,0,0,0,0,TestUser,
0.0020135,2.309813,1008,0,0,0,2.309813,0,0,0,0,TestUser,
0.0017309,2.311544,1009,0,0,0,2.311544,0,0,0,0,TestUser,
0.0017887,2.313333,1010,0,0,0,2.313333,0,0,0,0,TestUser,
0.0021791,2.315512,1011,0,0,0,2.315512,0,0,0,0,TestUser,
0.0018121,2.317324,1012,0,0,0,2.317324,0,0,0,0,TestUser,
0.0017088,2.319033,1013,0,0,0,2.319033,0,0,0,0,TestUser,
0.0016938,2.320726,1014,0,0,0,2.320726,0,0,0,0,TestUser,
0.0020344,2.322761,1015,0,0,0,2.322761,0,0,0,0,TestUser,
0.0021889,2.32495,1016,0,0,0,2.32495,0,0,0,0,TestUser,
0.0017789,2.326729,1017,0,0,0,2.326729,0,0,0,0,TestUser,
0.0015808,2.32831,1018,0,0,0,2.32831,0,0,0,0,TestUser,
0.0015645,2.329874,1019,0,0,0,2.329874,0,0,0,0,TestUser,
0.0019083,2.331782,1020,0,0,0,2.331782,0,0,0,0,TestUser,
0.002102,2.333884,1021,0,0,0,2.333884,0,0,0,0,TestUser,
0.0016098,2.335494,1022,0,0,0,2.335494,0,0,0,0,TestUser,
0.0015025,2.336997,1023,0,0,0,2.336997,0,0,0,0,TestUser,
0.0016267,2.338623,1024,0,0,0,2.338623,0,0,0,0,TestUser,
0.0022891,2.340912,1025,0,0,0,2.340912,0,0,0,0,TestUser,
0.0017783,2.342691,1026,0,0,0,2.342691,0,0,0,0,TestUser,
0.0015853,2.344276,1027,0,0,0,2.344276,0,0,0,0,TestUser,
0.0018396,2.346116,1028,0,0,0,2.346116,0,0,0,0,TestUser,
0.0018943,2.34801,1029,0,0,0,2.34801,0,0,0,0,TestUser,
0.0017525,2.349762,1030,0,0,0,2.349762,0,0,0,0,TestUser,
0.001462,2.351224,1031,0,0,0,2.351224,0,0,0,0,TestUser,
0.0014389,2.352663,1032,0,0,0,2.352663,0,0,0,0,TestUser,
0.0014665,2.35413,1033,0,0,0,2.35413,0,0,0,0,TestUser,
0.0014906,2.35562,1034,0,0,0,2.35562,0,0,0,0,TestUser,
0.0014022,2.357023,1035,0,0,0,2.357023,0,0,0,0,TestUser,
0.0013977,2.35842,1036,0,0,0,2.35842,0,0,0,0,TestUser,
0.0014788,2.359899,1037,0,0,0,2.359899,0,0,0,0,TestUser,
0.0015935,2.361493,1038,0,0,0,2.361493,0,0,0,0,TestUser,
0.0016434,2.363136,1039,0,0,0,2.363136,0,0,0,0,TestUser,
